2074924992.0,1153171904.0,1806529658.0,822815851.0
1298784037.0,1810255971.0,568250192.0,1390621660.0
919960824.0,808526674.0,1066014089.0,1624848563.0
1823432872.0,825307675.0,834560102.0,1646648530.0
1946709743.0,1279686215.0,1146288036.0,1840176022.0
264113493.0,595940070.0,1361939000.0,1910705506.0
2032598784.0,742887021.0,1166673718.0,1888360260.0
445719271.0,1126621819.0,649451039.0,670382458.0
326039306.0,1890347924.0,1686139362.0,878068815.0
1362686659.0,642218938.0,711051655.0,1527980245.0
